Data Source,Indicator,Indicator Measure,Gender,Geography,Denominator,Numerator,Prevalence,Lower 95% CI (Prevalence),Upper 95% CI (Prevalence),Confidence interval type,Release Flag (Prevalence),Comparison with Canada
2020 and 2021 SCMH (combined),Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),males,Saskatchewan,526,15,2.8,1.1,4.5,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),males,Manitoba,617,45,7.9,5.1,10.7,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),males,Ontario,1275,68,5.0,3.5,6.4,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),males,Quebec,1092,44,3.9,2.5,5.2,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),males,New Brunswick,527,30,5.6,3.2,8.0,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),males,Nova Scotia,553,25,4.8,2.4,7.2,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),males,Prince Edward Island,430,18,4.4,2.0,6.7,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),males,Newfoundland And Labrador,508,23,5.7,2.9,8.4,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),males,Yukon (Whitehorse),308,8,3.2,0.8,5.5,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),males,Northwest Territories (Yellowknife),321,16,5.9,2.6,9.2,Wald,C,not significantly different
2020 and 2021 SCMH (combined),Moderate to severe symptoms of post-traumatic stress disorder (PTSD),Percentage (%) of population aged 18 years and older who showed moderate to severe symptoms of post-traumatic stress disorder (PTSD),males,Nunavut (Iqaluit),164,7,6.1,0.8,11.5,Wald,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Canada,12320,414,4.2,3.6,4.9,Clopper-Pearson,C,
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,British Columbia,1147,40,4.6,3.1,6.6,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Alberta,1093,36,3.6,2.4,5.2,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Saskatchewan,901,30,3.5,2.2,5.2,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Manitoba,981,26,3.5,2.2,5.3,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Ontario,1974,53,3.5,2.5,4.8,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Quebec,1696,87,6.0,4.7,7.5,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,New Brunswick,879,40,5.5,3.7,7.9,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Nova Scotia,967,22,2.4,1.4,3.8,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Prince Edward Island,822,17,2.7,1.4,4.8,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Newfoundland And Labrador,841,19,2.3,1.3,3.7,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Yukon (Whitehorse),419,14,4.0,2.0,7.0,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Northwest Territories (Yellowknife),367,19,5.6,3.2,9.1,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Nunavut (Iqaluit),233,11,11.2,4.9,21.0,Clopper-Pearson,C,significantly higher
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Canada,7051,232,3.9,3.2,4.8,Clopper-Pearson,C,
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,British Columbia,639,24,4.3,2.7,6.6,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Alberta,596,25,4.4,2.7,6.7,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Saskatchewan,534,19,3.4,1.9,5.5,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Manitoba,555,12,2.0,1.0,3.5,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Ontario,1100,28,3.2,2.0,4.9,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Quebec,961,46,5.5,3.9,7.5,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,New Brunswick,514,19,3.7,2.1,6.1,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Nova Scotia,595,11,1.9,0.9,3.4,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Prince Edward Island,506,11,2.3,1.0,4.5,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Newfoundland And Labrador,473,10,2.3,1.0,4.5,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Yukon (Whitehorse),254,10,4.3,2.0,8.0,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Northwest Territories (Yellowknife),197,10,7.2,3.2,13.5,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Nunavut (Iqaluit),127,7,16.5,6.1,32.9,Clopper-Pearson,C,significantly higher
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Canada,5243,181,4.5,3.6,5.6,Clopper-Pearson,C,
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,British Columbia,505,16,5.0,2.5,8.8,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Alberta,495,11,2.8,1.3,5.4,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Saskatchewan,364,11,3.6,1.7,6.6,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Manitoba,422,13,4.6,2.4,7.9,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Ontario,870,25,3.8,2.3,6.0,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Quebec,731,41,6.5,4.5,8.9,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,New Brunswick,365,21,7.4,4.2,11.9,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Nova Scotia,371,11,3.0,1.3,5.7,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Prince Edward Island,315,6,3.2,1.1,7.2,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Newfoundland And Labrador,367,9,2.3,0.9,4.5,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Yukon (Whitehorse),162,< 5,,,,Clopper-Pearson,B,
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Northwest Territories (Yellowknife),170,9,4.1,1.7,8.3,Clopper-Pearson,C,not significantly different
2020 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Nunavut (Iqaluit),106,< 5,,,,Clopper-Pearson,B,
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Canada,6574,243,5.0,4.2,6.0,Clopper-Pearson,C,
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,British Columbia,576,31,7.1,4.6,10.5,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Alberta,555,20,5.1,2.6,8.9,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Saskatchewan,470,15,4.7,2.3,8.5,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Manitoba,501,17,3.2,1.7,5.5,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Ontario,1007,42,4.7,3.3,6.5,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Quebec,909,44,5.3,3.7,7.3,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,New Brunswick,465,11,2.9,1.3,5.4,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Nova Scotia,491,7,1.3,0.5,2.9,Clopper-Pearson,C,significantly lower
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Prince Edward Island,364,11,3.3,1.6,6.1,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Newfoundland And Labrador,387,10,3.1,1.1,6.7,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Yukon (Whitehorse),355,13,4.1,2.0,7.4,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Northwest Territories (Yellowknife),345,13,5.0,2.2,9.4,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Nunavut (Iqaluit),149,9,6.7,3.1,12.4,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Canada,3746,138,5.0,3.9,6.4,Clopper-Pearson,C,
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,British Columbia,321,17,6.9,3.8,11.4,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Alberta,312,9,2.1,0.8,4.4,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Saskatchewan,283,8,4.3,1.6,9.1,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Manitoba,280,11,3.8,1.7,7.2,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Ontario,554,28,6.3,3.9,9.5,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Quebec,518,22,4.1,2.5,6.3,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,New Brunswick,277,5,1.8,0.5,4.5,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Nova Scotia,286,6,1.9,0.7,4.3,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Prince Edward Island,225,9,4.7,1.9,9.3,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Newfoundland And Labrador,230,6,1.5,0.4,4.1,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Yukon (Whitehorse),202,8,4.6,1.7,9.7,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Northwest Territories (Yellowknife),177,5,5.0,1.0,14.2,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Nunavut (Iqaluit),81,< 5,,,,Clopper-Pearson,B,
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Canada,2818,104,5.0,3.8,6.5,Clopper-Pearson,C,
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,British Columbia,254,14,7.3,3.6,12.9,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Alberta,241,11,8.2,3.4,15.9,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Saskatchewan,187,7,5.2,1.7,11.7,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Manitoba,221,6,2.6,0.8,6.4,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Ontario,450,14,3.1,1.7,5.1,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Quebec,391,22,6.5,4.0,10.0,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,New Brunswick,187,6,4.0,1.3,9.0,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Nova Scotia,205,< 5,,,,Clopper-Pearson,B,
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Prince Edward Island,139,< 5,,,,Clopper-Pearson,B,
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Newfoundland And Labrador,157,< 5,,,,Clopper-Pearson,B,
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Yukon (Whitehorse),151,5,3.6,1.0,9.2,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Northwest Territories (Yellowknife),167,7,4.4,1.6,9.6,Clopper-Pearson,C,not significantly different
2021 SCMH,Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Nunavut (Iqaluit),68,5,5.8,1.6,14.3,Clopper-Pearson,A,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Canada,18894,657,4.6,4.1,5.2,Clopper-Pearson,C,
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,British Columbia,1723,71,5.9,4.4,7.8,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Alberta,1648,56,4.3,2.9,6.2,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Saskatchewan,1371,45,4.1,2.6,6.0,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Manitoba,1482,43,3.4,2.3,4.7,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Ontario,2981,95,4.1,3.2,5.2,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Quebec,2605,131,5.6,4.6,6.8,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,New Brunswick,1344,51,4.2,2.9,5.8,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Nova Scotia,1458,29,1.9,1.2,2.8,Clopper-Pearson,C,significantly lower
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Prince Edward Island,1186,28,3.0,1.8,4.7,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Newfoundland And Labrador,1228,29,2.7,1.5,4.4,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Yukon (Whitehorse),774,27,4.0,2.5,6.1,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Northwest Territories (Yellowknife),712,32,5.3,3.3,7.9,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,all adults,Nunavut (Iqaluit),382,20,9.1,4.9,14.9,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Canada,10797,370,4.5,3.8,5.2,Clopper-Pearson,C,
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,British Columbia,960,41,5.7,3.8,8.1,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Alberta,908,34,3.2,2.2,4.7,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Saskatchewan,817,27,3.8,2.2,6.2,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Manitoba,835,23,2.9,1.7,4.6,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Ontario,1654,56,4.8,3.4,6.5,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Quebec,1479,68,4.8,3.6,6.2,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,New Brunswick,791,24,2.8,1.6,4.4,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Nova Scotia,881,17,1.9,1.0,3.2,Clopper-Pearson,C,significantly lower
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Prince Edward Island,731,20,3.5,1.9,5.9,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Newfoundland And Labrador,703,16,1.9,1.0,3.3,Clopper-Pearson,C,significantly lower
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Yukon (Whitehorse),456,18,4.4,2.4,7.3,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Northwest Territories (Yellowknife),374,15,6.1,3.0,10.9,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,females,Nunavut (Iqaluit),208,11,12.4,5.5,23.0,Clopper-Pearson,C,significantly higher
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Canada,8061,285,4.8,4.0,5.7,Clopper-Pearson,C,
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,British Columbia,759,30,6.1,3.7,9.4,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Alberta,736,22,5.5,2.9,9.3,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Saskatchewan,551,18,4.4,2.2,7.7,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Manitoba,643,19,3.6,2.1,5.8,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Ontario,1320,39,3.5,2.4,4.9,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Quebec,1122,63,6.5,4.8,8.5,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,New Brunswick,552,27,5.7,3.4,8.7,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Nova Scotia,576,12,1.8,0.8,3.4,Clopper-Pearson,C,significantly lower
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Prince Edward Island,454,8,2.5,1.0,5.1,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Newfoundland And Labrador,524,13,3.5,1.4,7.1,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Yukon (Whitehorse),313,9,3.7,1.6,7.2,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Northwest Territories (Yellowknife),337,16,4.3,2.3,7.2,Clopper-Pearson,C,not significantly different
2020 and 2021 SCMH (combined),Concern for violence in their own home,Percentage (%) of population aged 18 years and older who reported concern for violence in their own home,males,Nunavut (Iqaluit),174,9,5.4,2.6,9.9,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Canada,12292,316,2.4,2.0,2.9,Clopper-Pearson,C,
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,British Columbia,1147,29,2.4,1.5,3.6,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Alberta,1090,48,3.7,2.7,5.1,Clopper-Pearson,C,not significantly different
2020 SCMH,Suicidal ideation,Percentage (%) of population aged 18 years and older who reported suicidal ideation,all adults,Saskatchewan,898,20,2.3,1.2,4.0,Clopper-Pearson,C,not significantly different
